GRID.COLCONFIG_WIN.RESET_COL_ORDER	Сбросить порядок столбцов	
		
// Grid controls		
		
GRID_CONTROL.FIELD	Поле	
GRID_CONTROL.SELECT_FIELD	Выбрать поле	
GRID_CONTROL.SELECT_AGGREGATE	Выбрать агрегат	
GRID_CONTROL.FILTER.TITLE	Фильтры	
GRID_CONTROL.GROUP.TITLE	Групповые поля	
GRID_CONTROL.PIVOT.TITLE	Поля сводной таблицы	
GRID_CONTROL.AGGREGATE.TITLE	Агрегат	
GRID_CONTROL.FIELD.REMOVE	Удалить	
GRID_CONTROL.CLEAR	Очистить	
GRID_CONTROL.FIELD.SHOW_FUNCTIONS	Показать доступные функции для этого поля	
GRID_CONTROL.AGGREGATE.EDIT_OPTIONS	Изменить параметры	
GRID_CONTROL.AGGREGATE.OPTIONS_DIALOG.TITLE	Параметры для %s	
GRID_CONTROL.OPERATIONS.TITLE	Операции	
		
// Aggregate function names		
		
AGGREGATE.NAME.COUNT	Количество	
AGGREGATE.NAME.COUNT_DISTINCT	Уникальных	
AGGREGATE.NAME.VALUES	Значения	
AGGREGATE.NAME.VALUES_WITH_COUNTS	Значения с количеством	
AGGREGATE.NAME.DISTINCT_VALUES	Уникальные значения	
AGGREGATE.NAME.SUM	Сумма	
AGGREGATE.NAME.AVERAGE	Среднее	
AGGREGATE.NAME.MIN	Минимум	
AGGREGATE.NAME.MAX	Максимум	
AGGREGATE.NAME.FIRST	Первый	
AGGREGATE.NAME.LAST	Последний	
AGGREGATE.NAME.NTH	N-й	
AGGREGATE.NAME.SUM_OVER_SUM	Сумма/Сумма	
AGGREGATE.NAME.COUNT_OVER_COUNT	Количество/Количество	
		
AGGREGATE.FIELD.NUMERATOR	Числитель	
AGGREGATE.FIELD.DENOMINATOR	Знаменатель	
		
AGGREGATE.HEADER_DISPLAY	%s по %s	
		
// Grid Table Output		
		
GRID.TABLE.SORT_MENU.TOOLTIP	Нажмите для сортировки	
GRID.TABLE.SORT_MENU.ASCENDING	%s, по возрастанию	
GRID.TABLE.SORT_MENU.DESCENDING	%s, по убыванию	
GRID.TABLE.SORT_MENU.RESET_SORT	Сбросить сортировку	
		
GRID.TABLE.DRAGGABLE_FIELD_HELP	Вы можете перетащить это поле в элементы управления таблицей выше для фильтрации, группировки или сводки.	
GRID.TABLE.ADD_FILTER_HELP	Нажмите, чтобы добавить фильтр для «%s»	
GRID.TABLE.LOAD_MORE_ROWS	Загрузить ещё %s строк	
GRID.TABLE.LOAD_ALL_ROWS	Загрузить все строки	
GRID.TABLE.SHOWING_ROWS	Показаны строки 1–%s из %s.	
		
GRID.TABLE.RESIZE_COLUMN	Перетащите для изменения размера столбца
GRID.TABLE.REORDER_COLUMN	Перетащите для изменения порядка столбцов
		
// Slider		
		
SLIDER.CLOSE	Закрыть	
		
// Group Functions		
		
GRID.GROUP_FUN.DIALOG.TITLE	Применить функцию к %s	
GRID.GROUP_FUN.DIALOG.REPEATING	Повторяющийся	
GRID.GROUP_FUN.DIALOG.DATE	Дата	
GRID.GROUP_FUN.DIALOG.DATE_TIME	Дата и время	
GRID.GROUP_FUN.DIALOG.TIME	Время	
GRID.GROUP_FUN.DIALOG.OTHER	Другое	
		
GRID.GROUP_FUN.NONE	Нет	
GRID.GROUP_FUN.REPEATING.QUARTER	Квартал	
GRID.GROUP_FUN.REPEATING.MONTH	Месяц	
GRID.GROUP_FUN.REPEATING.WEEK	Неделя (ISO)	
GRID.GROUP_FUN.REPEATING.DAY_OF_WEEK	День недели	
GRID.GROUP_FUN.DATE.YEAR	Год	
GRID.GROUP_FUN.DATE.YEAR_AND_QUARTER	Год и квартал	
GRID.GROUP_FUN.DATE.YEAR_AND_MONTH	Год и месяц	
GRID.GROUP_FUN.DATE.YEAR_AND_WEEK	Год и неделя (ISO)	
GRID.GROUP_FUN.DATE.FULL_DATE	Полная дата (без времени)	
GRID.GROUP_FUN.DATE_TIME.SLICE.1HR	Дата и время: срезы по 1 часу	
GRID.GROUP_FUN.DATE_TIME.SLICE.15MIN	Дата и время: срезы по 15 минут	
GRID.GROUP_FUN.TIME.SLICE.1HR	Время: срезы по 1 часу	
GRID.GROUP_FUN.TIME.SLICE.15MIN	Время: срезы по 15 минут	
		
GRID.TEMPLATE_EDITOR.TITLE	Редактор шаблонов	
GRID.TEMPLATE_EDITOR.PLAIN	Обычный	
GRID.TEMPLATE_EDITOR.GROUPED	Сгруппированный	
GRID.TEMPLATE_EDITOR.PIVOTTED	Сводный	
GRID.TEMPLATE_EDITOR.CONFIG.BEFORE	До	
GRID.TEMPLATE_EDITOR.CONFIG.BEFORE_GROUP	До группы	
GRID.TEMPLATE_EDITOR.CONFIG.ITEM	Элемент	
GRID.TEMPLATE_EDITOR.CONFIG.AFTER_GROUP	После группы	
GRID.TEMPLATE_EDITOR.CONFIG.AFTER	После	
GRID.TEMPLATE_EDITOR.CONFIG.EMPTY	Пусто	
		
CALENDAR.DAY.MONDAY	Понедельник	
CALENDAR.DAY.TUESDAY	Вторник	
CALENDAR.DAY.WEDNESDAY	Среда	
CALENDAR.DAY.THURSDAY	Четверг	
CALENDAR.DAY.FRIDAY	Пятница	
CALENDAR.DAY.SATURDAY	Суббота	
CALENDAR.DAY.SUNDAY	Воскресенье	
		
CALENDAR.MONTH.JANUARY	Январь	
CALENDAR.MONTH.FEBRUARY	Февраль	
CALENDAR.MONTH.MARCH	Март	
CALENDAR.MONTH.APRIL	Апрель	
CALENDAR.MONTH.MAY	Май	
CALENDAR.MONTH.JUNE	Июнь	
CALENDAR.MONTH.JULY	Июль	
CALENDAR.MONTH.AUGUST	Август	
CALENDAR.MONTH.SEPTEMBER	Сентябрь	
CALENDAR.MONTH.OCTOBER	Октябрь	
CALENDAR.MONTH.NOVEMBER	Ноябрь	
CALENDAR.MONTH.DECEMBER	Декабрь	
		
FILTER.DATE.OPERATOR.ON	в	
FILTER.DATE.OPERATOR.BETWEEN	между	
FILTER.DATE.OPERATOR.BEFORE	до	
FILTER.DATE.OPERATOR.AFTER	после	
FILTER.DATE.OPERATOR.EVERY	каждый	
FILTER.DATE.OPERATOR.CURRENT	текущий	
FILTER.DATE.OPERATOR.LAST	последний	
FILTER.DATE.OPERATOR.AND	и	
FILTER.STRING.OPERATOR.IN	в	
FILTER.STRING.OPERATOR.NOT_IN	не в	
FILTER.STRING.OPERATOR.BLANK	пусто	
FILTER.STRING.OPERATOR.NOT_BLANK	не пусто	
		
CALENDAR.DATE	дата	
CALENDAR.DAY	день	
CALENDAR.WEEK	неделя	
CALENDAR.MONTH	месяц	
CALENDAR.QUARTER	квартал	
CALENDAR.YEAR	год	
		
DATA.NO_DATA	Нет данных	
DATA.NOTHING_TO_GRAPH	Нет данных для построения графика	
		
PREFS.MAIN_PERSPECTIVE	Основная перспектива	
