GRID_CONTROL.AGGREGATE.TITLE	Agregat	
GRID_CONTROL.FIELD.REMOVE	Hapus	
GRID_CONTROL.CLEAR	Bersihkan
GRID_CONTROL.FIELD.SHOW_FUNCTIONS	Tampilkan fungsi yang tersedia untuk bidang ini	
GRID_CONTROL.AGGREGATE.EDIT_OPTIONS	Edit opsi	
GRID_CONTROL.AGGREGATE.OPTIONS_DIALOG.TITLE	Opsi untuk %s	
GRID_CONTROL.OPERATIONS.TITLE	Operasi	
		
// Aggregate function names		
		
AGGREGATE.NAME.COUNT	Hitung	
AGGREGATE.NAME.COUNT_DISTINCT	Hitung Unik	
AGGREGATE.NAME.VALUES	Nilai	
AGGREGATE.NAME.VALUES_WITH_COUNTS	Nilai dgn Hitungan	
AGGREGATE.NAME.DISTINCT_VALUES	Nilai Unik	
AGGREGATE.NAME.SUM	Jumlah	
AGGREGATE.NAME.AVERAGE	Rata-rata	
AGGREGATE.NAME.MIN	Min	
AGGREGATE.NAME.MAX	Maks	
AGGREGATE.NAME.FIRST	Pertama	
AGGREGATE.NAME.LAST	Terakhir	
AGGREGATE.NAME.NTH	Ke-n	
AGGREGATE.NAME.SUM_OVER_SUM	Jumlah/Jumlah	
AGGREGATE.NAME.COUNT_OVER_COUNT	Hitung/Hitung	
		
AGGREGATE.FIELD.NUMERATOR	Pembilang	
AGGREGATE.FIELD.DENOMINATOR	Penyebut	
		
AGGREGATE.HEADER_DISPLAY	%s dari %s	
		
// Grid Table Output		
		
GRID.TABLE.SORT_MENU.TOOLTIP	Klik untuk mengurutkan	
GRID.TABLE.SORT_MENU.ASCENDING	%s, Naik	
GRID.TABLE.SORT_MENU.DESCENDING	%s, Turun	
GRID.TABLE.SORT_MENU.RESET_SORT	Atur Ulang Urutan	
		
GRID.TABLE.DRAGGABLE_FIELD_HELP	Anda dapat menyeret & melepaskan bidang ini ke kontrol grid di atas untuk memfilter, mengelompokkan, atau pivot.	
GRID.TABLE.ADD_FILTER_HELP	Klik untuk menambah filter untuk "%s"	
GRID.TABLE.LOAD_MORE_ROWS	Muat %s baris lagi
GRID.TABLE.LOAD_ALL_ROWS	Muat semua baris
GRID.TABLE.SHOWING_ROWS	Menampilkan baris 1–%s dari %s.
		
// Group Functions		
		
GRID.GROUP_FUN.DIALOG.TITLE	Terapkan Fungsi ke %s	
GRID.GROUP_FUN.DIALOG.REPEATING	Berulang	
GRID.GROUP_FUN.DIALOG.DATE	Tanggal	
GRID.GROUP_FUN.DIALOG.DATE_TIME	Tanggal & Waktu	
GRID.GROUP_FUN.DIALOG.TIME	Waktu	
GRID.GROUP_FUN.DIALOG.OTHER	Lainnya	
		
GRID.GROUP_FUN.NONE	Tidak Ada	
GRID.GROUP_FUN.REPEATING.QUARTER	Triwulan	
GRID.GROUP_FUN.REPEATING.MONTH	Bulan	
GRID.GROUP_FUN.REPEATING.WEEK	Minggu (ISO)	
GRID.GROUP_FUN.REPEATING.DAY_OF_WEEK	Hari dalam Minggu	
GRID.GROUP_FUN.DATE.YEAR	Tahun	
GRID.GROUP_FUN.DATE.YEAR_AND_QUARTER	Tahun & Triwulan	
GRID.GROUP_FUN.DATE.YEAR_AND_MONTH	Tahun & Bulan	
GRID.GROUP_FUN.DATE.YEAR_AND_WEEK	Tahun & Minggu (ISO)	
GRID.GROUP_FUN.DATE.FULL_DATE	Tanggal Lengkap (Tanpa Waktu)	
GRID.GROUP_FUN.DATE_TIME.SLICE.1HR	Tanggal & Waktu: potongan 1 jam	
GRID.GROUP_FUN.DATE_TIME.SLICE.15MIN	Tanggal & Waktu: potongan 15 menit	
GRID.GROUP_FUN.TIME.SLICE.1HR	Waktu: potongan 1 jam	
GRID.GROUP_FUN.TIME.SLICE.15MIN	Waktu: potongan 15 menit	
		
GRID.TEMPLATE_EDITOR.TITLE	Editor Template	
GRID.TEMPLATE_EDITOR.PLAIN	Biasa	
GRID.TEMPLATE_EDITOR.GROUPED	Berkelompok	
GRID.TEMPLATE_EDITOR.PIVOTTED	Pivot	
GRID.TEMPLATE_EDITOR.CONFIG.BEFORE	Sebelum	
GRID.TEMPLATE_EDITOR.CONFIG.BEFORE_GROUP	Sebelum Grup	
GRID.TEMPLATE_EDITOR.CONFIG.ITEM	Item	
GRID.TEMPLATE_EDITOR.CONFIG.AFTER_GROUP	Setelah Grup	
GRID.TEMPLATE_EDITOR.CONFIG.AFTER	Setelah	
GRID.TEMPLATE_EDITOR.CONFIG.EMPTY	Kosong	
		
CALENDAR.DAY.MONDAY	Senin	
CALENDAR.DAY.TUESDAY	Selasa	
CALENDAR.DAY.WEDNESDAY	Rabu	
CALENDAR.DAY.THURSDAY	Kamis	
CALENDAR.DAY.FRIDAY	Jumat	
CALENDAR.DAY.SATURDAY	Sabtu	
CALENDAR.DAY.SUNDAY	Minggu	
		
CALENDAR.MONTH.JANUARY	Januari	
CALENDAR.MONTH.FEBRUARY	Februari	
CALENDAR.MONTH.MARCH	Maret	
CALENDAR.MONTH.APRIL	April	
CALENDAR.MONTH.MAY	Mei	
CALENDAR.MONTH.JUNE	Juni	
CALENDAR.MONTH.JULY	Juli	
CALENDAR.MONTH.AUGUST	Agustus	
CALENDAR.MONTH.SEPTEMBER	September	
CALENDAR.MONTH.OCTOBER	Oktober	
CALENDAR.MONTH.NOVEMBER	November	
CALENDAR.MONTH.DECEMBER	Desember	
		
FILTER.DATE.OPERATOR.ON	pada	
FILTER.DATE.OPERATOR.BETWEEN	antara	
FILTER.DATE.OPERATOR.BEFORE	sebelum	
FILTER.DATE.OPERATOR.AFTER	setelah	
FILTER.DATE.OPERATOR.EVERY	setiap	
FILTER.DATE.OPERATOR.CURRENT	saat ini	
FILTER.DATE.OPERATOR.LAST	terakhir	
FILTER.DATE.OPERATOR.AND	dan	
FILTER.STRING.OPERATOR.IN	dalam	
FILTER.STRING.OPERATOR.NOT_IN	tidak dalam	
FILTER.STRING.OPERATOR.BLANK	kosong	
FILTER.STRING.OPERATOR.NOT_BLANK	tidak kosong	
		
CALENDAR.DATE	tanggal	
CALENDAR.DAY	hari	
CALENDAR.WEEK	minggu	
CALENDAR.MONTH	bulan	
CALENDAR.QUARTER	triwulan	
CALENDAR.YEAR	tahun	
		
DATA.NO_DATA	Tidak Ada Data	
DATA.NOTHING_TO_GRAPH	Tidak Ada yang Dapat Digrafikkan	
		
PREFS.MAIN_PERSPECTIVE	Perspektif Utama	
