GRID.COLCONFIG_WIN.MOVE_COL_TO_TOP	Di chuyển lên đầu danh sách cột	
GRID.COLCONFIG_WIN.MOVE_COL_TO_BOTTOM	Di chuyển xuống cuối danh sách cột	
GRID.COLCONFIG_WIN.PINNED_COL_WARNING	Các cột được ghim luôn xuất hiện trước các cột khác trong chế độ hiển thị thường (không nhóm), theo thứ tự tương đối ở trên.	
GRID.COLCONFIG_WIN.RESET_COL_ORDER	Đặt lại thứ tự cột	
		
// Grid controls		
		
GRID_CONTROL.FIELD	Trường	
GRID_CONTROL.SELECT_FIELD	Chọn trường	
GRID_CONTROL.SELECT_AGGREGATE	Chọn tổng hợp	
GRID_CONTROL.FILTER.TITLE	Bộ lọc	
GRID_CONTROL.GROUP.TITLE	Trường nhóm	
GRID_CONTROL.PIVOT.TITLE	Trường xoay	
GRID_CONTROL.AGGREGATE.TITLE	Tổng hợp	
GRID_CONTROL.FIELD.REMOVE	Xóa	
GRID_CONTROL.FIELD.SHOW_FUNCTIONS	Hiển thị chức năng cho trường này	
GRID_CONTROL.AGGREGATE.EDIT_OPTIONS	Chỉnh sửa tùy chọn	
GRID_CONTROL.AGGREGATE.OPTIONS_DIALOG.TITLE	Tùy chọn cho %s	
GRID_CONTROL.OPERATIONS.TITLE	Thao tác	
		
// Aggregate function names		
		
AGGREGATE.NAME.COUNT	Đếm	
AGGREGATE.NAME.COUNT_DISTINCT	Đếm riêng biệt	
AGGREGATE.NAME.VALUES	Giá trị	
AGGREGATE.NAME.VALUES_WITH_COUNTS	Giá trị kèm số lượng	
AGGREGATE.NAME.DISTINCT_VALUES	Giá trị riêng biệt	
AGGREGATE.NAME.SUM	Tổng	
AGGREGATE.NAME.AVERAGE	Trung bình	
AGGREGATE.NAME.MIN	Thấp nhất	
AGGREGATE.NAME.MAX	Cao nhất	
AGGREGATE.NAME.FIRST	Đầu tiên	
AGGREGATE.NAME.LAST	Cuối cùng	
AGGREGATE.NAME.NTH	Thứ n	
AGGREGATE.NAME.SUM_OVER_SUM	Tổng/Tổng	
AGGREGATE.NAME.COUNT_OVER_COUNT	Đếm/Đếm	
		
AGGREGATE.FIELD.NUMERATOR	Tử số	
AGGREGATE.FIELD.DENOMINATOR	Mẫu số	
		
AGGREGATE.HEADER_DISPLAY	%s của %s	
		
// Grid Table Output		
		
GRID.TABLE.SORT_MENU.TOOLTIP	Nhấp để sắp xếp	
GRID.TABLE.SORT_MENU.ASCENDING	%s, Tăng dần	
GRID.TABLE.SORT_MENU.DESCENDING	%s, Giảm dần	
GRID.TABLE.SORT_MENU.RESET_SORT	Đặt lại sắp xếp	
		
GRID.TABLE.DRAGGABLE_FIELD_HELP	Bạn có thể kéo & thả trường này vào các điều khiển lưới phía trên để lọc, nhóm hoặc xoay.	
GRID.TABLE.ADD_FILTER_HELP	Nhấn để thêm bộ lọc cho "%s"	
		
GRID.TABLE.RESIZE_COLUMN	Kéo để thay đổi kích thước cột
GRID.TABLE.REORDER_COLUMN	Kéo để sắp xếp lại cột
		
// Group Functions		
		
GRID.GROUP_FUN.DIALOG.TITLE	Áp dụng chức năng cho %s	
GRID.GROUP_FUN.DIALOG.REPEATING	Lặp lại	
GRID.GROUP_FUN.DIALOG.DATE	Ngày	
GRID.GROUP_FUN.DIALOG.DATE_TIME	Ngày & Giờ	
GRID.GROUP_FUN.DIALOG.TIME	Giờ	
GRID.GROUP_FUN.DIALOG.OTHER	Khác	
		
GRID.GROUP_FUN.NONE	Không	
GRID.GROUP_FUN.REPEATING.QUARTER	Quý	
GRID.GROUP_FUN.REPEATING.MONTH	Tháng	
GRID.GROUP_FUN.REPEATING.WEEK	Tuần (ISO)	
GRID.GROUP_FUN.REPEATING.DAY_OF_WEEK	Ngày trong tuần	
GRID.GROUP_FUN.DATE.YEAR	Năm	
GRID.GROUP_FUN.DATE.YEAR_AND_QUARTER	Năm & Quý	
GRID.GROUP_FUN.DATE.YEAR_AND_MONTH	Năm & Tháng	
GRID.GROUP_FUN.DATE.YEAR_AND_WEEK	Năm & Tuần (ISO)	
GRID.GROUP_FUN.DATE.FULL_DATE	Ngày đầy đủ (không có giờ)	
GRID.GROUP_FUN.DATE_TIME.SLICE.1HR	Ngày & Giờ: chia theo 1 giờ	
GRID.GROUP_FUN.DATE_TIME.SLICE.15MIN	Ngày & Giờ: chia theo 15 phút	
GRID.GROUP_FUN.TIME.SLICE.1HR	Giờ: chia theo 1 giờ	
GRID.GROUP_FUN.TIME.SLICE.15MIN	Giờ: chia theo 15 phút	
		
GRID.TEMPLATE_EDITOR.TITLE	Trình chỉnh sửa mẫu	
GRID.TEMPLATE_EDITOR.PLAIN	Thông thường	
GRID.TEMPLATE_EDITOR.GROUPED	Đã nhóm	
GRID.TEMPLATE_EDITOR.PIVOTTED	Đã xoay	
GRID.TEMPLATE_EDITOR.CONFIG.BEFORE	Trước	
GRID.TEMPLATE_EDITOR.CONFIG.BEFORE_GROUP	Trước nhóm	
GRID.TEMPLATE_EDITOR.CONFIG.ITEM	Mục	
GRID.TEMPLATE_EDITOR.CONFIG.AFTER_GROUP	Sau nhóm	
GRID.TEMPLATE_EDITOR.CONFIG.AFTER	Sau	
GRID.TEMPLATE_EDITOR.CONFIG.EMPTY	Rỗng	
		
CALENDAR.DAY.MONDAY	Thứ Hai	
CALENDAR.DAY.TUESDAY	Thứ Ba	
CALENDAR.DAY.WEDNESDAY	Thứ Tư	
CALENDAR.DAY.THURSDAY	Thứ Năm	
CALENDAR.DAY.FRIDAY	Thứ Sáu	
CALENDAR.DAY.SATURDAY	Thứ Bảy	
CALENDAR.DAY.SUNDAY	Chủ Nhật	
		
CALENDAR.MONTH.JANUARY	Tháng Một	
CALENDAR.MONTH.FEBRUARY	Tháng Hai	
CALENDAR.MONTH.MARCH	Tháng Ba	
CALENDAR.MONTH.APRIL	Tháng Tư	
CALENDAR.MONTH.MAY	Tháng Năm	
CALENDAR.MONTH.JUNE	Tháng Sáu	
CALENDAR.MONTH.JULY	Tháng Bảy	
CALENDAR.MONTH.AUGUST	Tháng Tám	
CALENDAR.MONTH.SEPTEMBER	Tháng Chín	
CALENDAR.MONTH.OCTOBER	Tháng Mười	
CALENDAR.MONTH.NOVEMBER	Tháng Mười Một	
CALENDAR.MONTH.DECEMBER	Tháng Mười Hai	
		
FILTER.DATE.OPERATOR.ON	vào	
FILTER.DATE.OPERATOR.BETWEEN	giữa	
FILTER.DATE.OPERATOR.BEFORE	trước	
FILTER.DATE.OPERATOR.AFTER	sau	
FILTER.DATE.OPERATOR.EVERY	mỗi	
FILTER.DATE.OPERATOR.CURRENT	hiện tại	
FILTER.DATE.OPERATOR.LAST	gần nhất	
FILTER.DATE.OPERATOR.AND	và	
FILTER.STRING.OPERATOR.IN	trong	
FILTER.STRING.OPERATOR.NOT_IN	không trong	
FILTER.STRING.OPERATOR.BLANK	trống	
FILTER.STRING.OPERATOR.NOT_BLANK	không trống	
		
CALENDAR.DATE	ngày	
CALENDAR.DAY	ngày	
CALENDAR.WEEK	tuần	
CALENDAR.MONTH	tháng	
CALENDAR.QUARTER	quý	
CALENDAR.YEAR	năm	
		
DATA.NO_DATA	Không có dữ liệu	
DATA.NOTHING_TO_GRAPH	Không có gì để vẽ biểu đồ	
		
PREFS.MAIN_PERSPECTIVE	Góc Nhìn Chính	
